customer_id,first_name,last_name,full_name,date_of_birth,age,gender,email,phone,address,city,state,postal_code,country,pan_number,aadhaar_number,education,income,marital_status,source_system
CUST000022,Pooja,Gupta,Pooja Gupta,1973-08-22,53,Female,pooja.gupta127@gmail.com,918422230882.0,"971, Park Street",Hyderabad,Telangana,500001.0,India,MGJPZ2876Y,891036937066.0,,,,CRM
CUST000023,Arjun,Kapoor,Arjun Kapoor,2003-02-26,23,Male,arjun.kapoor589@gmail.com,,"43, BTM Layout",Chennai,Tamil Nadu,600001.0,India,NRBQA7882P,196874792854.0,,,,CRM
CUST000024,Karan,Mishra,Karan Mishra,1982-06-28,44,Male,,919567962531.0,"958, FC Road",Lucknow,Uttar Pradesh,226001.0,India,HLTOR6511A,434322585512.0,,,,CRM
CUST000025,Karan,Joshi,Karan Joshi,1980-12-16,46,Male,karan.joshi671@gmail.com,919057339843.0,"503, Station Road",Jaipur,Rajasthan,302001.0,India,UCFRH7046P,539534327379.0,,,,CRM
CUST000026,Sai,Verma,Sai Verma,1995-05-24,31,Male,sai.verma613@gmail.com,919265068044.0,"538, Nehru Nagar",Hyderabad,Telangana,500001.0,India,ZVHJH9751E,295618485441.0,,,,CRM
CUST000027,Vivaan,Reddy,Vivaan Reddy,1972-02-13,54,Male,vivaan.reddy513@gmail.com,916318180503.0,"591, MG Road",Kolkata,West Bengal,700001.0,India,DVYCG7818T,567392545090.0,,,,CRM
CUST000028,Ananya,Mehta,Ananya Mehta,1981-11-03,45,Female,ananya.mehta170@gmail.com,,"178, FC Road",Hyderabad,Telangana,500001.0,India,EKRMA5720W,280227581121.0,,,,CRM
CUST000029,Aisha,Mishra,Aisha Mishra,1969-01-06,57,Female,aisha.mishra821@gmail.com,917321182659.0,"610, Nehru Nagar",Bengaluru,Karnataka,560001.0,India,LMHKH9847P,458760268507.0,,,,CRM
CUST000030,Aisha,Nair,Aisha Nair,1976-08-17,50,Female,aisha.nair677@gmail.com,917899360801.0,"939, Nehru Nagar",Mumbai,Maharashtra,400001.0,India,EPQMC6700N,368362985433.0,,,,CRM
CUST000031,Rahul,Mishra,Rahul Mishra,1965-11-28,61,Male,,917984173309.0,"424, MG Road",Jaipur,Rajasthan,302001.0,India,EJTQT4335I,594619621550.0,,,,CRM
CUST000032,Arjun,Joshi,Arjun Joshi,1974-08-23,52,Male,arjun.joshi308@gmail.com,918185588660.0,"723, Nehru Nagar",Pune,Maharashtra,411001.0,India,KMMLD4122T,588274958225.0,,,,CRM
CUST000033,Ishita,Mishra,Ishita Mishra,1993-09-16,33,Female,ishita.mishra363@gmail.com,917427818730.0,"566, Ring Road",Bengaluru,Karnataka,560001.0,India,LIESO4826Y,434939761919.0,,,,CRM
CUST000034,Neha,Mishra,Neha Mishra,1993-02-17,33,Female,neha.mishra942@gmail.com,917962491159.0,"16, Brigade Road",Pune,Maharashtra,411001.0,India,KREMZ6546T,668883377800.0,,,,CRM
CUST000035,Priya,Verma,Priya Verma,1992-02-25,34,Female,priya.verma658@gmail.com,919023188080.0,"894, FC Road",Pune,Maharashtra,411001.0,India,LSXBU5806L,315571086291.0,,,,CRM
CUST000036,Snehaa,Mehta,Sneha Mehta,1994-05-22,32,Female,sneha.mehta19@gmail.com,919860782736.0,"824, Station Road",Chennai,Tamil Nadu,600001.0,India,XRELI5901U,964398133260.0,,,,CRM
CUST000037,Rahul,Reddy,Rahul Reddy,2001-11-25,25,Male,rahul.reddy772@gmail.com,916210643427.0,"933, Station Road",Mumbai,Maharashtra,400001.0,India,VXUFU4588U,127761060703.0,,,,CRM
CUST000038,Vihaan,Patel,Vihaan Patel,1985-12-14,41,Male,vihaan.patel189@gmail.com,916862407093.0,"136, BTM Layout",Chennai,Tamil Nadu,600001.0,India,NXVGV8894Z,288407266385.0,,,,CRM
CUST000039,Aditya,Das,Aditya Das,1965-05-18,61,Male,aditya.das136@gmail.com,917953291127.0,"378, Nehru Nagar",Ahmedabad,Gujarat,380001.0,India,PVYCG1410T,859208934193.0,,,,CRM
CUST000040,Ishita,Patel,Ishita Patel,1980-09-05,46,Female,,917948385094.0,"380, Ring Road",Pune,Maharashtra,411001.0,India,PSXRV7686I,34980659331.0,,,,CRM
CUST000041,Arjunn,Mishra,Arjun Mishra,1970-11-07,56,Male,arjun.mishra667@gmail.com,918746601166.0,"612, MG Road",Kolkata,West Bengal,700001.0,India,BIZUF4394S,283190811216.0,,,,CRM
CUST000042,Aarav,Gupta,Aarav Gupta,1987-04-19,39,Male,aarav.gupta341@gmail.com,916067779246.0,"179, Nehru Nagar",Mumbai,Maharashtra,400001.0,India,BTNTM6931Q,542679636098.0,,,,CRM
CUST000043,Karan,  Mehta ,Karan Mehta,1996-12-15,30,Male,karan.mehta85@gmail.com,919862321353.0,"83, BTM Layout",Pune,Maharashtra,411001.0,India,PBHQO6327M,954607867724.0,,,,CRM
CUST000044,Diya,Khan,Diya Khan,1994-07-14,32,Female,diya.khan757@gmail.com,916408390575.0,"321, Ring Road",Delhi,Delhi,110001.0,India,IGYRM2494C,7855531367.0,,,,CRM
CUST000045,Vivaan,Reddy,Vivaan Reddy,1984-06-04,42,Male,vivaan.reddy601@gmail.com,918179320310.0,"218, Brigade Road",Lucknow,Uttar Pradesh,226001.0,India,RFCVJ5564S,245766566602.0,,,,CRM
CUST000046,Priya,Kulkarni,Priya Kulkarni,1987-01-06,39,Female,priya.kulkarni900@gmail.com,916615260464.0,"580, Ring Road",Delhi,Delhi,110001.0,India,BTZCN71630,413395817004.0,,,,CRM
CUST000047,Karan,Joshi,Karan Joshi,1993-07-09,33,Male,karan.joshi230@gmail.com,919242456102.0,"525, FC Road",Lucknow,Uttar Pradesh,226001.0,India,ICRPN6053B,290297721441.0,,,,CRM
CUST000048,Meera,Kapoor,Meera Kapoor,1997-09-27,29,Female,meera.kapoor694@gmail.com,919462603446.0,"363, FC Road",Hyderabad,Telangana,500001.0,India,KTLLC6129S,446249194634.0,,,,CRM
CUST000049,Arjun,Verma,Arjun Verma,2002-07-17,24,Male,arjun.verma90@gmail.com,917699805002.0,"892, Nehru Nagar",Ahmedabad,Gujarat,380001.0,India,TFUBQ9693Q,173961121170.0,,,,CRM
CUST000050,Ishita,Joshi,Ishita Joshi,2002-08-22,24,Female,ishita.joshi956@gmail.com,919788367999.0,"579, BTM Layout",Lucknow,Uttar Pradesh,226001.0,India,WQDBL5961Z,205340808865.0,,,,CRM
CUST000051,Sneha,Nair,Sneha Nair,1967-08-26,59,Female,sneha.nair595@gmail.com,918799620568.0,"193, BTM Layout",Jaipur,Rajasthan,302001.0,India,PNYLV6626W,60795639376.0,,,,CRM
CUST000052,Vivaan,Das,Vivaan Das,1969-06-04,57,Male,vivaan.das581@gmail.com,918913617098.0,"396, Nehru Nagar",Delhi,Delhi,110001.0,India,GWZPD2335S,693661705631.0,,,,CRM
CUST000053,Kabir,Patel,Kabir Patel,1997-06-01,29,Male,kabir.patel381@gmail.com,917326569692.0,"185, Park Street",Ahmedabad,Gujarat,380001.0,India,ITEZE5846Z,178803713187.0,,,,CRM
CUST000054,Sai,Kapoor,Sai Kapoor,1967-07-12,59,Male,sai.kapoor702@gmail.com,919090596936.0,"244, Station Road",Kolkata,West Bengal,700001.0,India,PTUGG8684G,399423598812.0,,,,CRM
CUST000055,Ishita,Mishra,Ishita Mishra,2000-02-23,26,Female,,918215813941.0,"872, FC Road",Delhi,Delhi,110001.0,India,HTHXD8167C,924300529309.0,,,,CRM
CUST000056,Neha,Das,Neha Das,1973-01-10,53,Female,neha.das949@gmail.com,919563798877.0,"484, Brigade Road",Bengaluru,Karnataka,560001.0,India,TMPXA4533E,575123047419.0,,,,CRM
CUST000057,pOOJA,Singh,Pooja Singh,1997-10-08,29,Female,pooja.singh745@gmail.com,916616657849.0,"299, Ring Road",Mumbai,Maharashtra,400001.0,India,AJOER9576L,55953469207.0,,,,CRM
CUST000058,Rohan,Verma,Rohan Verma,2002-12-25,24,Male,rohan.verma350@gmail.com,916572989855.0,"46, BTM Layout",Pune,Maharashtra,411001.0,India,OVEUM8840U,117902783338.0,,,,CRM
CUST000059,Ishita,Reddy,Ishita Reddy,1977-05-12,49,Female,ishita.reddy892@gmail.com,919353689019.0,"49, BTM Layout",Mumbai,Maharashtra,400001.0,India,HULKL7334K,944958706853.0,,,,CRM
CUST000060,Aditya,Iyer,Aditya Iyer,1984-08-20,42,Male,,917830154607.0,"171, Station Road",Chennai,Tamil Nadu,600001.0,India,JBWJZ5498U,990638691670.0,,,,CRM
CUST000061,Aditya,Verma,Aditya Verma,1988-07-19,38,Male,aditya.verma43@gmail.com,918598862507.0,"158, Station Road",Delhi,Delhi,110001.0,India,YJTON7521K,621743522492.0,,,,CRM
CUST000062,Ishita,Verma,Ishita Verma,1973-02-15,53,Female,ishita.verma186@gmail.com,919859797024.0,"731, Station Road",Pune,Maharashtra,411001.0,India,ZVZZR2063R,588796751217.0,,,,CRM
CUST000063,Aarav,Iyer,Aarav Iyer,2001-06-15,25,Male,aarav.iyer832@gmail.com,918369305560.0,"133, FC Road",Jaipur,Rajasthan,302001.0,India,BKSMK77087,96463876194.0,,,,CRM
CUST000064,Vivaan,Mishra,Vivaan Mishra,1998-03-10,28,Male,vivaan.mishra178@gmail.com,916695642802.0,"331, Park Street",Pune,Maharashtra,411001.0,India,IYXVG5496E,660655169390.0,,,,CRM
CUST000065,Aarav,  Patel ,Aarav Patel,2001-05-21,25,Male,aarav.patel225@gmail.com,,"586, Ring Road",Mumbai,Maharashtra,400001.0,India,QAXOQ5949P,284461443183.0,,,,CRM
CUST000066,Rohan,Khan,Rohan Khan,1988-09-18,38,Male,rohan.khan118@gmail.com,917370592316.0,"248, Station Road",Bengaluru,Karnataka,560001.0,India,DLDBY7850H,998971194840.0,,,,CRM
CUST000067,Rahul,Singh,Rahul Singh,1980-04-19,46,Male,rahul.singh371@gmail.com,916208985103.0,"52, Nehru Nagar",Kolkata,West Bengal,700001.0,India,MWRMN2761N,123400532345.0,,,,CRM
CUST000068,Pooja,Mehta,Pooja Mehta,1972-03-04,54,Female,pooja.mehta413@gmail.com,917602874642.0,"814, BTM Layout",Lucknow,Uttar Pradesh,226001.0,India,OJDPK1659B,78518193368.0,,,,CRM
CUST000069,Nikhil,Iyer,Nikhil Iyer,1997-09-16,29,Male,nikhil.iyer735@gmail.com,918417741295.0,"307, Station Road",Jaipur,Rajasthan,302001.0,India,VJRZP1436T,497757516681.0,,,,CRM
CUST000070,Diya,Sharma,Diya Sharma,1972-04-01,54,Female,diya.sharma461@gmail.com,917347298951.0,"429, Brigade Road",Lucknow,Uttar Pradesh,226001.0,India,KFNPM2020W,123653193377.0,,,,CRM
CUST000071,Ayesha,Nair,Aisha Nair,1977-04-09,49,Female,,917282044148.0,"231, Nehru Nagar",Kolkata,West Bengal,700001.0,India,USRMM5480J,163989822734.0,,,,CRM
CUST000072,Aisha,  Kapoor ,Aisha Kapoor,1978-04-27,48,Female,aisha.kapoor561@gmail.com,917164506150.0,"956, Nehru Nagar",Kolkata,West Bengal,700001.0,India,DQPGR9700H,604717059498.0,,,,CRM
CUST000073,Ishita,Mehta,Ishita Mehta,1983-06-10,43,Female,ishita.mehta671@gmail.com,916254101373.0,"930, FC Road",Hyderabad,Telangana,500001.0,India,QGTWA3868N,819934999805.0,,,,CRM
CUST000074,Arjunn,Kulkarni,Arjun Kulkarni,1983-08-21,43,Male,arjun.kulkarni566@gmail.com,918251930945.0,"506, Brigade Road",Delhi,Delhi,110001.0,India,WMFCE8518U,217757188850.0,,,,CRM
CUST000075,Arjun,Gupta,Arjun Gupta,1995-06-08,31,Male,arjun.gupta16@gmail.com,917120064235.0,"393, Park Street",Bengaluru,Karnataka,560001.0,India,LGIPO5285U,326416987669.0,,,,CRM
CUST000076,Rohan,Nair,Rohan Nair,1979-03-16,47,Male,rohan.nair166@gmail.com,917954118497.0,"766, BTM Layout",Hyderabad,Telangana,500001.0,India,KOMNR4578Y,278047050555.0,,,,CRM
CUST000077,Vihaan,Gupta,Vihaan Gupta,1998-08-04,28,Male,,916882192670.0,"735, Station Road",Delhi,Delhi,110001.0,India,CNVLN8484S,48738750309.0,,,,CRM
CUST000078,Aditya,Kulkarni,Aditya Kulkarni,1967-05-14,59,Male,aditya.kulkarni194@gmail.com,919302709858.0,"139, Ring Road",Kolkata,West Bengal,700001.0,India,JXLXJ2314V,981819319879.0,,,,CRM
CUST000079,Snehaa,Mehta,Sneha Mehta,1992-09-13,34,Female,sneha.mehta853@gmail.com,916986399651.0,"254, Station Road",Jaipur,Rajasthan,302001.0,India,JHYSC7868T,780210570742.0,,,,CRM
CUST000080,Ananya,  Das ,Ananya Das,1973-09-10,53,Female,ananya.das249@gmail.com,919503775287.0,"939, BTM Layout",Mumbai,Maharashtra,400001.0,India,PUVGW9540H,425571650363.0,,,,CRM
CUST000081,Kabir,Iyer,Kabir Iyer,1991-03-10,35,Male,kabir.iyer395@gmail.com,916789754192.0,"773, Station Road",Ahmedabad,Gujarat,380001.0,India,GFWDM1944R,445323043580.0,,,,CRM
CUST000082,Rahul,Mehta,Rahul Mehta,2003-01-28,23,Male,rahul.mehta84@gmail.com,916808155185.0,"824, Park Street",Lucknow,Uttar Pradesh,226001.0,India,MWIYA4113X,194262957353.0,,,,CRM
CUST000083,Aisha,Iyer,Aisha Iyer,1996-08-04,30,Female,aisha.iyer832@gmail.com,919102742670.0,"481, BTM Layout",Jaipur,Rajasthan,302001.0,India,XJKOF3390A,295413384662.0,,,,CRM
CUST000084,Ishita,Kapoor,Ishita Kapoor,1994-03-24,32,Female,ishita.kapoor824@gmail.com,917512585138.0,"174, Brigade Road",Kolkata,West Bengal,700001.0,India,SMXOQ1962Q,89674827053.0,,,,CRM
CUST000085,Pooja,Mehta,Pooja Mehta,1995-11-16,31,Female,pooja.mehta26@gmail.com,916028399849.0,"545, Ring Road",Lucknow,Uttar Pradesh,226001.0,India,ANHZA8054Z,919526237094.0,,,,CRM
CUST000086,Diya,Kapoor,Diya Kapoor,1984-11-27,42,Female,diya.kapoor878@gmail.com,916346247039.0,"670, MG Road",Hyderabad,Telangana,500001.0,India,CJOBA3807C,447580502884.0,,,,CRM
CUST000087,Vivaan,Kulkarni,Vivaan Kulkarni,1982-09-19,44,Male,vivaan.kulkarni683@gmail.com,916141312095.0,"184, BTM Layout",Pune,Maharashtra,411001.0,India,AFDVV2260J,128383719759.0,,,,CRM
CUST000088,vIVAAN,Patel,Vivaan Patel,1979-02-11,47,Male,vivaan.patel629@gmail.com,919302854133.0,"629, Ring Road",Ahmedabad,Gujarat,380001.0,India,ZIQUL4737L,531537220237.0,,,,CRM
CUST000089,Vihaan,Kapoor,Vihaan Kapoor,1985-06-04,41,Male,vihaan.kapoor103@gmail.com,916022313296.0,"966, Nehru Nagar",Ahmedabad,Gujarat,380001.0,India,LTCCL9395N,105578047759.0,,,,CRM
CUST000090,Diya,Nair,Diya Nair,1975-11-13,51,Female,diya.nair183@gmail.com,916596313527.0,"276, Nehru Nagar",Jaipur,Rajasthan,302001.0,India,GDEHH2260L,226511393683.0,,,,CRM
CUST000091,Neha,Khan,Neha Khan,1973-05-11,53,Female,neha.khan627@gmail.com,918986257683.0,"206, Station Road",Lucknow,Uttar Pradesh,226001.0,India,IZZHS9044S,732739191707.0,,,,CRM
CUST000092,Ananyaa,Joshi,Ananya Joshi,1969-07-22,57,Female,ananya.joshi521@gmail.com,916597769760.0,"649, Nehru Nagar",Chennai,Tamil Nadu,600001.0,India,GRSUB8851S,459657385607.0,,,,CRM
CUST000093,Rohan,Gupta,Rohan Gupta,1967-10-21,59,Male,rohan.gupta703@gmail.com,918777742652.0,"410, BTM Layout",Lucknow,Uttar Pradesh,226001.0,India,ZLAGN9499R,554375530149.0,,,,CRM
CUST000094,Arjun,Mishra,Arjun Mishra,1987-05-11,39,Male,arjun.mishra476@gmail.com,919368413994.0,"212, Station Road",Bengaluru,Karnataka,560001.0,India,JCSLB1732Z,703189755344.0,,,,CRM
CUST000095,Raahul,Mehta,Rahul Mehta,1976-11-22,50,Male,rahul.mehta452@gmail.com,917699013395.0,"30, Park Street",Bengaluru,Karnataka,560001.0,India,LLAFH2025S,181342856565.0,,,,CRM
CUST000096,Rohan,Iyer,Rohan Iyer,1976-11-23,50,Male,rohan.iyer829@gmail.com,917277515811.0,"941, FC Road",Kolkata,West Bengal,700001.0,India,RIGDJ3316Q,355445991121.0,,,,CRM
CUST000097,Sneha,Nair,Sneha Nair,1987-01-16,39,Female,,916838070464.0,"835, Ring Road",Mumbai,Maharashtra,400001.0,India,ZNMRK8272P,157202275745.0,,,,CRM
CUST000098,Nikhil,Patel,Nikhil Patel,1999-06-18,27,Male,nikhil.patel852@gmail.com,919250372185.0,"43, Station Road",Chennai,Tamil Nadu,600001.0,India,OZCVT5877B,438497285376.0,,,,CRM
CUST000099,Sai,Nair,Sai Nair,1978-04-26,48,Male,sai.nair70@gmail.com,918448450685.0,"360, Nehru Nagar",Bengaluru,Karnataka,560001.0,India,PEZHO9428V,817402671132.0,,,,CRM
CUST000100,Rahul,Joshi,Rahul Joshi,2001-11-09,25,Male,rahul.joshi652@gmail.com,917779083221.0,"385, Station Road",Bengaluru,Karnataka,560001.0,India,BUTKT7046O,930777463052.0,,,,CRM
CUST000101,kARAN,Mishra,Karan Mishra,1996-05-11,30,Male,karan.mishra858@gmail.com,917218023007.0,"346, Brigade Road",Hyderabad,Telangana,500001.0,India,OMIRB2631U,741840926161.0,,,,CRM
CUST000102,Aisha,Patel,Aisha Patel,1981-02-12,45,Female,,919881792602.0,"665, Brigade Road",Delhi,Delhi,110001.0,India,BQSTL2494W,20554031864.0,,,,CRM
CUST000103,Diya,Khan,Diya Khan,1971-02-11,55,Female,diya.khan386@gmail.com,919783818927.0,"307, Brigade Road",Pune,Maharashtra,411001.0,India,JVWQR2120Q,561327964281.0,,,,CRM
CUST000104,Arjunn,Nair,Arjun Nair,1987-07-11,39,Male,arjun.nair820@gmail.com,916600566083.0,"254, Nehru Nagar",Ahmedabad,Gujarat,380001.0,India,QGPSH1439V,826136772326.0,,,,CRM
CUST000105,Aditya,Singh,Aditya Singh,1988-06-05,38,Male,aditya.singh406@gmail.com,919697167992.0,"860, Ring Road",Mumbai,Maharashtra,400001.0,India,JRTYU1273S,20075654705.0,,,,CRM
CUST000106,Pooja,Gupta,Pooja Gupta,1970-05-03,56,Female,pooja.gupta533@gmail.com,919955342162.0,"209, Brigade Road",Chennai,Tamil Nadu,600001.0,India,NKQVR20831,678004463771.0,,,,CRM
CUST000107,Vihaan,  Kapoor ,Vihaan Kapoor,1975-08-12,51,Male,vihaan.kapoor545@gmail.com,918221455181.0,"802, Nehru Nagar",Mumbai,Maharashtra,400001.0,India,EDUGX1480K,820750434532.0,,,,CRM
CUST000108,Arjun,Kulkarni,Arjun Kulkarni,1972-04-24,54,Male,,916011031667.0,"46, MG Road",Lucknow,Uttar Pradesh,226001.0,India,GMJDY1579R,876229385160.0,,,,CRM
CUST000109,Diya,Das,Diya Das,1967-07-03,59,Female,diya.das908@gmail.com,917997564262.0,"887, Nehru Nagar",Jaipur,Rajasthan,302001.0,India,UICLJ5777S,772399775719.0,,,,CRM
CUST000110,Aarav,Verma,Aarav Verma,1987-11-27,39,Male,aarav.verma720@gmail.com,919767539382.0,"10, BTM Layout",Jaipur,Rajasthan,302001.0,India,ARWSC9680H,499120284847.0,,,,CRM
CUST000111,Nikhil,Patel,Nikhil Patel,1973-11-27,53,Male,nikhil.patel413@gmail.com,916321394470.0,"607, MG Road",Jaipur,Rajasthan,302001.0,India,LZGGI7438W,834291711431.0,,,,CRM
CUST000112,Rohan,Das,Rohan Das,1993-05-15,33,Male,rohan.das281@gmail.com,919661383114.0,"123, FC Road",Hyderabad,Telangana,500001.0,India,ERVSB6370E,23562904472.0,,,,CRM
CUST000113,sNEHA,Patel,Sneha Patel,1972-01-02,54,Female,sneha.patel860@gmail.com,919354197617.0,"228, Brigade Road",Bengaluru,Karnataka,560001.0,India,FKRYC5240C,9419830415.0,,,,CRM
CUST000114,Rahul,Joshi,Rahul Joshi,1989-11-14,37,Male,rahul.joshi186@gmail.com,917520174713.0,"220, Brigade Road",Mumbai,Maharashtra,400001.0,India,HLDPQ5835P,450211856879.0,,,,CRM
CUST000115,Rohan,Joshi,Rohan Joshi,1996-06-19,30,Male,rohan.joshi524@gmail.com,917381280467.0,"398, Nehru Nagar",Jaipur,Rajasthan,302001.0,India,EIFXU1959Z,957991628909.0,,,,CRM
CUST000116,Diya,Nair,Diya Nair,1987-03-06,39,Female,diya.nair252@gmail.com,918544851934.0,"326, BTM Layout",Ahmedabad,Gujarat,380001.0,India,XASYO4084Z,843402250921.0,,,,CRM
CUST000117,Sai,Kulkarni,Sai Kulkarni,1968-01-05,58,Male,sai.kulkarni610@gmail.com,919026647734.0,"940, Brigade Road",Delhi,Delhi,110001.0,India,UWWYJ7481S,131197961969.0,,,,CRM
CUST000118,Rohan,Verma,Rohan Verma,1976-07-10,50,Male,rohan.verma761@gmail.com,918957078297.0,"302, Brigade Road",Lucknow,Uttar Pradesh,226001.0,India,EASOW1530F,699259172918.0,,,,CRM
CUST000119,Aditya,Mishra,Aditya Mishra,1993-01-09,33,Male,aditya.mishra224@gmail.com,917071769843.0,"710, FC Road",Delhi,Delhi,110001.0,India,JUSBL7875F,843514866108.0,,,,CRM
CUST000120,Priya,Sharma,Priya Sharma,1981-02-03,45,Female,priya.sharma360@gmail.com,916730596287.0,"910, Ring Road",Delhi,Delhi,110001.0,India,EBYZI8909W,91811216772.0,,,,CRM
CUST000121,Priya,Reddy,Priya Reddy,1971-01-13,55,Female,priya.reddy595@gmail.com,,"861, Station Road",Hyderabad,Telangana,500001.0,India,DJLHR8869G,26941748263.0,,,,CRM
CUST000122,Rohan,Kulkarni,Rohan Kulkarni,1988-03-15,38,Male,rohan.kulkarni55@gmail.com,,"451, Station Road",Ahmedabad,Gujarat,380001.0,India,GVODS2584C,684720359695.0,,,,CRM
CUST000123,Diya,Joshi,Diya Joshi,1970-07-28,56,Female,diya.joshi741@gmail.com,916149157745.0,"515, Brigade Road",Chennai,Tamil Nadu,600001.0,India,DTEZZ4157E,6281537805.0,,,,CRM
CUST000124,Meera,Iyer,Meera Iyer,1998-08-28,28,Female,meera.iyer22@gmail.com,919378209272.0,"718, Ring Road",Chennai,Tamil Nadu,600001.0,India,CDOPZ2641D,512534346021.0,,,,CRM
CUST000125,Pooja,Mehta,Pooja Mehta,1967-07-11,59,Female,pooja.mehta717@gmail.com,917020395327.0,"51, Station Road",Ahmedabad,Gujarat,380001.0,India,XXAVH5593P,869237737604.0,,,,CRM
CUST000126,Karan,Kapoor,Karan Kapoor,1998-06-27,28,Male,karan.kapoor67@gmail.com,918213066496.0,"811, Brigade Road",Kolkata,West Bengal,700001.0,India,BSKUN1474F,188249728561.0,,,,CRM
CUST000127,Aarav,Verma,Aarav Verma,1996-10-15,30,Male,aarav.verma191@gmail.com,919738686447.0,"486, BTM Layout",Delhi,Delhi,110001.0,India,IVGVC1449M,87222265896.0,,,,CRM
